time,w1,w2,w3,Qout,Qin,h,P,E1,E2,E3
2023-10-11 00:00:00+00:00,0.0,0.0,756.9333333333333,147.38333333333333,208.37219522124886,150.2,0.5392500013113022,0.0,0.0,29.57499993642171
2023-10-11 00:01:00+00:00,0.0,0.0,750.0,132.16666666666666,208.12735204132585,150.0,0.5376500050226848,0.0,0.0,29.346666685740153
2023-10-11 00:02:00+00:00,0.0,0.0,750.0,136.31666666666666,207.8796690938776,149.75,0.5399333328008652,0.0,0.0,29.686666679382324
